Province/State,Country/Region,Lat,Long,Dia-90,Dia-89,Dia-88,Dia-87,Dia-86,Dia-85,Dia-84,Dia-83,Dia-82,Dia-81,Dia-80,Dia-79,Dia-78,Dia-77,Dia-76,Dia-75,Dia-74,Dia-73,Dia-72,Dia-71,Dia-70,Dia-69,Dia-68,Dia-67,Dia-66,Dia-65,Dia-64,Dia-63,Dia-62,Dia-61,Dia-60,Dia-59,Dia-58,Dia-57,Dia-56,Dia-55,Dia-54,Dia-53,Dia-52,Dia-51,Dia-50,Dia-49,Dia-48,Dia-47,Dia-46,Dia-45,Dia-44,Dia-43,Dia-42,Dia-41,Dia-40,Dia-39,Dia-38,Dia-37,Dia-36,Dia-35,Dia-34,Dia-33,Dia-32,Dia-31,Dia-30,Dia-29,Dia-28,Dia-27,Dia-26,Dia-25,Dia-24,Dia-23,Dia-22,Dia-21,Dia-20,Dia-19,Dia-18,Dia-17,Dia-16,Dia-15,Dia-14,Dia-13,Dia-12,Dia-11,Dia-10,Dia-9,Dia-8,Dia-7,Dia-6,Dia-5,Dia-4,Dia-3,Dia-2,Dia-1,Clase
,Mauritania,210.079,-109.408,20568,20604,20635,20676,20747,20808,20894,20977,21027,21076,21134,21236,21303,21303,21499,21590,21672,21765,21902,22049,22187,22298,22508,22637,22753,22929,23093,23223,23378,23555,23755,24008,24349,24662,25063,25423,25691,25973,26202,26555,26902,27231,27596,27957,28197,28438,28724,29004,29307,29603,29884,30121,30354,30635,30897,31174,31390,31642,31822,32026,32220,32486,32721,32967,33158,33309,33432,33580,33725,33869,33989,34111,34204,34297,34408,34504,34594,34692,34771,34878,34950,35042,35142,35212,35328,35380,35462,35515,35594,35661,35717
,Mauritius,-20.348.404,57.552.152,1852,1852,1852,1880,1898,1898,1898,1913,1913,1913,1984,2047,2078,2078,2131,2131,2131,2131,2260,2324,2364,2364,2364,2535,2535,2731,3120,3181,3388,3388,3388,3785,3785,3913,3913,3913,3913,3913,4393,4393,4493,4592,4592,4592,4592,5120,5219,5219,5349,5607,5607,5607,6122,6122,6460,6758,7070,7070,7070,8098,8334,8667,8667,8667,8667,8667,10196,10676,10676,10676,11181,11181,11181,11466,12616,12616,12783,12783,13114,13114,13289,13782,13782,14073,14243,14243,14243,14735,14863,14863,14863
,Mexico,236.345,-1.025.528,2498357,2503408,2505792,2507453,2513164,2519269,2525350,2531192,2537457,2540068,2541873,2549862,2558369,2567821,2577140,2586721,2590500,2593574,2604711,2616827,2629648,2642068,2654699,2659137,2664444,2678297,2693495,2709739,2709739,2741983,2748518,2754438,2771846,2790874,2810097,2829443,2848252,2854992,2861498,2880409,2901094,2922663,2944226,2964244,2971817,2978330,2997885,3020596,3045571,3068329,3091971,3091971,3108438,3123252,3152205,3175374,3197108,3217415,3225073,3231616,3249878,3271128,3291761,3311317,3328863,3335700,3341264,3352410,3369747,3387885,3405294,3420880,3428384,3433511,3449295,3465171,3479999,3479999,3506743,3511882,3516043,3528972,3542189,3549229,3552983,3552983,3569677,3573044,3585565,3597168,3608976
,Micronesia,74.256,1.505.508,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,Moldova,474.116,283.699,256475,256527,256559,256614,256669,256734,256816,256870,256931,256970,257035,257105,257187,257272,257343,257419,257467,257529,257588,257678,257766,257842,257903,257946,258007,258096,258237,258365,258484,258581,258624,258713,258852,259018,259202,259356,259478,259549,259667,259828,260024,260183,260424,260555,260630,260807,261000,261256,261524,261807,261947,262044,262244,262589,263074,263500,263907,264283,264432,264746,265258,265817,266314,266591,266784,266988,267204,267526,268105,268892,269602,269986,270219,270685,271535,272325,273056,273918,274599,274812,275558,276701,277854,279143,280175,281216,281700,282650,283950,285321,286536
,Monaco,437.333,74.167,2570,2570,2571,2575,2576,2577,2580,2586,2587,2587,2589,2595,2599,2603,2611,2622,2622,2624,2640,2648,2655,2662,2680,2682,2693,2717,2728,2744,2757,2779,2785,2796,2814,2833,2853,2873,2889,2891,2897,2926,2940,2961,2973,2973,2974,2992,3021,3035,3040,3055,3058,3059,3074,3080,3099,3105,3121,3129,3133,3141,3156,3163,3170,3178,3183,3183,3188,3201,3211,3220,3224,3232,3234,3240,3253,3260,3265,3273,3275,3276,3281,3284,3285,3288,3290,3290,3290,3290,3297,3299,3300
,Mongolia,468.625,1.038.467,107262,109694,111505,111505,113232,115478,120339,120339,125260,126811,126811,130452,130452,134270,134270,137788,137788,140530,141689,143128,144492,145787,147253,148424,148424,149733,152539,152539,153782,155224,157974,157974,160344,161575,161575,162869,164155,164155,167229,167229,168673,171097,171097,172069,174603,174603,175560,176993,178436,179889,181291,182591,183652,184950,186537,188412,190253,191904,195250,196846,196846,199279,201746,204035,206457,211080,213820,213820,217546,221351,228685,228685,236079,236079,240042,243719,247399,249408,252648,257770,257770,260709,266680,266680,269476,275146,277997,277997,280540,287317,287317
,Montenegro,42.708.678,1.937.439,100145,100168,100190,100204,100230,100252,100272,100292,100316,100327,100338,100362,100392,100414,100430,100459,100478,100488,100519,100543,100567,100590,100622,100662,100690,100755,100802,100865,100929,101061,101130,101207,101352,101496,101642,101785,101927,102092,102184,102403,102660,102879,103158,103443,103722,103932,104264,104613,105002,105356,105750,106196,106493,107041,107576,108108,108742,109340,109962,110377,111038,111736,112500,113171,113808,114364,114787,115385,115956,116533,117080,117632,118104,118466,119069,119602,120149,120723,121351,121908,122364,123129,123755,124485,125128,125728,126259,126684,127326,127894,128377
,Morocco,317.917,-70.926,528731,529224,529676,529895,530585,531361,532150,532994,533945,534550,534797,535974,537253,538589,539839,541405,542462,543119,545016,547273,549844,552635,555488,557632,558785,562416,566356,567758,569668,575162,579272,581477,588448,597876,606871,615999,623528,629717,633923,642683,653286,665325,676683,687292,696282,701325,711103,720256,731084,741836,752076,759456,763353,772394,782097,791559,799775,806288,810949,813945,821129,829137,836494,843357,849532,853373,856049,860948,866968,872351,876732,881042,884085,886008,889532,893462,896913,899581,902694,904647,905564,908349,910991,913423,915835,918126,919681,920374,922222,923924,925507
,Mozambique,-18.665.695,35.529.562,74186,74704,75138,75422,75828,76404,77205,78074,79213,80151,80888,82346,83116,84922,86249,87935,88868,90555,91886,93429,94733,96127,98152,99412,100785,102009,103713,105866,107309,108760,110288,111723,113426,115886,117660,119950,122028,123541,124962,126391,127425,129036,130526,131799,132452,133177,134343,135528,136566,137413,138344,138749,139038,140071,140765,141383,142013,142523,142784,143127,143655,144032,144468,145199,145724,145863,146053,146316,146754,147066,147431,147785,147923,148054,148444,148552,148727,148901,149088,149207,149259,149480,149671,149804,149906,149981,150018,150067,150201,150280,150370
,Namibia,-229.576,184.904,81270,83698,84705,86649,86649,89917,91208,92869,94047,95703,97087,98522,99808,101001,102373,104099,105595,106879,108055,108785,109356,110365,111417,112160,112824,113438,113905,114400,115009,115793,116603,116964,117293,117570,117896,118429,118922,119285,119442,119797,119984,120221,120495,120814,121043,121203,121507,121603,121817,122097,122227,122469,122545,122699,122885,123082,123242,123483,123581,123861,124032,124083,124275,124403,124618,124716,124900,125046,125136,125206,125313,125494,125610,125659,125772,125897,125966,126025,126203,126290,126341,126430,126430,126537,126628,126708,126811,126900,127000,127035,127071
,Nepal,281.667,84.25,631152,632326,633679,635188,636916,638805,640662,642053,643580,644622,646367,648085,650162,651380,652859,654212,655449,657139,658778,660788,662570,664576,665886,667109,668751,670953,672871,674726,676708,679017,680556,682947,685673,688307,690642,693109,695389,697370,699649,702097,705072,708079,710509,712740,714877,717486,720680,723296,725769,728532,730479,732272,734838,737294,739907,742228,744307,745731,747433,748981,751001,752863,754915,756492,758008,759222,761124,762647,764295,765914,767271,768295,769271,770759,772182,773529,774587,775548,776325,777163,778312,779492,780824,781989,783075,783910,784566,785541,786577,787828,788769
Aruba,Netherlands,125.211,-699.683,11126,11131,11131,11132,11135,11138,11140,11144,11144,11144,11144,11144,11144,11144,11169,11169,11169,11169,11180,11186,11199,11199,11223,11235,11244,11257,11272,11293,11325,11354,11382,11405,11460,11521,11584,11651,11730,11765,11807,11877,12000,12000,12262,12371,12455,12529,12636,12791,12929,13121,13279,13350,13406,13511,13511,13719,13871,13948,14003,14060,14153,14231,14318,14374,14429,14465,14508,14576,14662,14719,14764,14812,14812,14861,14913,14955,14991,15022,15057,15076,15092,15129,15155,15177,15202,15221,15249,15274,15305,15305,15351
Bonaire Sint Eustatius and Saba,Netherlands,121.784,-682.385,1636,1639,1640,1640,1646,1649,1650,1651,1651,1651,1652,1652,1652,1654,1656,1658,1659,1660,1661,1661,1661,1664,1668,1672,1672,1683,1683,1690,1691,1692,1693,1693,1697,1703,1705,1707,1707,1710,1710,1710,1710,1713,1715,1720,1724,1725,1729,1737,1738,1741,1741,1754,1756,1756,1759,1765,1767,1768,1774,1776,1779,1780,1783,1785,1786,1787,1791,1791,1793,1800,1808,1819,1837,1850,1863,1885,1895,1908,1928,1932,1932,1945,1949,1956,1962,1969,1972,1974,1980,1988,1998
Curacao,Netherlands,121.696,-68.99,12327,12330,12330,12332,12339,12342,12343,12345,12349,12349,12349,12350,12354,12364,12371,12380,12389,12395,12418,12453,12537,12605,12699,12775,12804,12883,12962,13038,13135,13217,13252,13300,13378,13447,13493,13567,13625,13669,13692,13757,13835,13907,13988,14055,14122,14137,14210,14333,14396,14446,14530,14570,14602,14686,14751,14802,14889,14889,14937,14974,15045,15086,15134,15170,15216,15248,15263,15299,15338,15379,15413,15452,15470,15483,15506,15550,15596,15642,15696,15713,15741,15814,15867,15925,15975,16031,16056,16086,16150,16216,16254
Sint Maarten,Netherlands,180.425,-630.548,2601,2601,2601,2613,2614,2618,2618,2618,2620,2620,2627,2630,2632,2633,2633,2638,2638,2641,2650,2656,2659,2659,2664,2664,2677,2687,2695,2698,2698,2707,2707,2723,2729,2743,2760,2770,2770,2770,2770,2824,2848,2891,2924,2950,2950,2950,3001,3045,3088,3128,3164,3185,3185,3227,3313,3366,3394,3394,3394,3394,3472,3520,3580,3580,3616,3641,3679,3719,3746,3775,3797,3824,3824,3849,3888,3921,3947,3947,3969,3979,3999,4021,4021,4053,4070,4070,4091,4117,4146,4161,4178
,Netherlands,521.326,52.913,1682221,1682773,1683271,1683828,1684366,1685000,1685825,1686766,1687891,1689106,1690625,1692834,1696480,1701911,1708837,1719120,1728438,1736879,1744700,1755126,1766102,1777399,1788435,1798570,1807444,1814143,1821040,1827273,1833668,1838937,1843521,1847372,1851329,1854784,1859199,1862586,1865511,1867815,1869909,1872093,1874856,1878214,1881121,1883513,1885805,1887831,1889992,1892104,1894667,1897344,1899647,1901900,1904128,1906434,1909211,1911699,1913908,1916316,1918769,1921159,1923596,1926424,1929018,1931833,1934283,1936572,1938743,1941055,1943882,1946655,1949195,1951886,1954233,1956348,1958804,1961585,1963947,1966634,1968832,1968832,1972653,1974662,1977016,1979114,1981252,1983252,1984915,1986241,1987905,1989805,1991628
Cook Islands,New Zealand,-212.367,-1.597.777,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,New Zealand,-409.006,174.886,2729,2729,2738,2741,2742,2742,2742,2742,2751,2758,2758,2763,2764,2765,2765,2767,2768,2786,2790,2794,2803,2803,2814,2817,2822,2828,2835,2855,2855,2862,2863,2863,2864,2867,2870,2870,2873,2877,2877,2879,2880,2880,2880,2886,2890,2902,2904,2913,2914,2914,2919,2926,2926,2936,2936,2968,2992,3016,3054,3096,3159,3227,3297,3380,3464,3519,3519,3569,3645,3729,3748,3768,3792,3813,3829,3847,3866,3890,3913,3949,3966,3981,3999,4014,4038,4060,4082,4095,4119,4135,4144
,Nicaragua,12.865.416,-85.207.229,7920,7920,7920,7920,8178,8178,8178,8178,8178,8178,8178,8461,8461,8461,8461,8461,8461,8461,8767,8767,8767,8767,8767,8767,8767,9108,9108,9108,9108,9108,9108,9108,9470,9470,9470,9470,9470,9470,9470,9853,9853,9853,9853,9853,9853,9853,10251,10251,10251,10251,10251,10251,10251,10251,10251,10672,10672,10672,10672,10672,11167,11167,11167,11167,11167,11167,11167,11735,11735,11735,11735,11735,11735,11735,12350,12350,12350,12350,12350,12350,12350,13025,13025,13025,13025,13025,13025,13025,13730,13730,13730
,Niger,17.607.789,8.081.666,5478,5478,5479,5480,5488,5489,5492,5492,5498,5506,5515,5519,5526,5529,5532,5538,5538,5538,5546,5551,5555,5564,5573,5587,5590,5594,5594,5594,5596,5598,5599,5600,5600,5604,5607,5616,5623,5637,5637,5658,5663,5669,5676,5682,5687,5687,5697,5711,5716,5719,5722,5724,5724,5734,5741,5750,5761,5767,5770,5770,5778,5807,5820,5833,5833,5839,5843,5849,5857,5863,5869,5880,5882,5888,5892,5896,5908,5912,5919,5919,5929,5932,5938,5947,5947,5951,5957,5964,5964,5967,5971
,Nigeria,9.082,86.753,167430,167465,167467,167532,167543,167618,167692,167732,167803,167859,167909,168000,168110,168256,168442,168540,168552,168713,168867,168915,169074,169206,169329,169532,169678,169884,169884,170306,170306,170895,171111,171324,171728,172263,172821,173411,173908,174315,174759,175264,176011,176577,177142,177615,178086,178508,179118,179908,180661,181297,181962,182503,183087,183444,183444,185267,185571,185571,187023,187588,188243,188880,189715,190333,190983,191345,191805,192431,193013,193644,194088,195052,195511,195890,196487,197046,197773,198239,198786,199151,199538,200057,200356,200356,201294,201630,201798,202191,202704,203081,203514
,North Macedonia,416.086,217.453,155663,155669,155673,155676,155682,155684,155689,155700,155706,155710,155716,155732,155741,155760,155770,155783,155797,155802,155823,155840,155866,155882,155901,155922,155931,155931,155965,155981,156017,156054,156078,156086,156124,156171,156225,156299,156380,156452,156506,156543,156707,156926,157251,157627,158025,158164,158681,159269,159908,160571,161359,162164,162457,163452,164529,165684,166741,167991,168872,169202,170412,171576,172657,173689,174667,175330,175624,176494,177399,178159,178879,179587,180045,180243,180919,181620,181875,182450,183059,183523,183705,184277,184893,185450,186010,186549,186914,187068,187622,188113,188635
,Norway,60.472,84.689,130342,130491,130588,130744,131037,131316,131509,131749,131861,131949,132136,132363,132574,132673,132966,133100,133197,133367,133549,133720,133876,134092,134230,134339,134534,134780,134969,135235,135463,135631,135767,136097,136370,136541,137127,137471,137627,137853,138265,138740,139218,139778,140204,140466,140836,141333,141999,142321,142895,143767,144035,144484,145014,145761,146373,147058,147778,148055,148608,149732,150825,152119,153534,155086,156133,157040,158389,160174,161814,163364,165051,166200,167265,168469,170173,171719,173348,174649,175489,176142,177262,178481,179450,180432,181195,181765,182239,182918,183402,184609,185330
,Oman,21.512.583,55.923.255,256542,256542,262059,264302,266536,268545,270504,270504,270504,275166,276736,278560,280235,281688,281688,281688,284905,286072,287054,288138,289042,289042,289042,289042,289042,289042,289042,289042,289042,289042,293954,294526,295017,295535,295857,295857,295857,296835,297122,297431,297724,298020,298020,298020,298706,298942,298942,299418,299642,299642,299642,300194,300408,300581,300728,300914,300914,300914,301299,301450,301570,301683,301784,301784,301784,302132,302239,302300,302393,302466,302466,302466,302668,302748,302815,302867,302924,302924,302924,303105,303163,303223,303268,303309,303309,303309,303423,303459,303490,303512,303551
,Pakistan,303.753,693.451,953842,954743,955657,956392,957371,958408,959685,961085,962313,963660,964490,966007,967633,969476,971304,973284,975092,976867,978847,981392,983719,986668,989275,991727,993872,996451,998609,1000034,1000034,1004694,1008446,1011708,1015827,1020324,1024861,1029811,1034837,1039695,1043277,1047999,1053660,1058405,1063125,1067580,1071620,1075504,1080360,1085294,1089913,1094699,1098410,1102079,1105300,1109274,1113647,1116886,1119970,1123812,1127584,1131659,1135858,1140411,1144341,1148572,1152481,1156281,1160119,1163688,1167757,1171578,1171578,1179305,1182918,1186234,1190136,1194198,1197887,1201367,1204520,1207508,1210082,1212809,1215821,1218749,1221261,1223841,1226008,1227905,1230238,1232595,1234828
,Palau,7.515,1.345.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5
,Panama,8.538,-807.821,398820,399877,400666,401332,402581,403778,404983,406013,407330,408123,408728,410004,411226,412466,413626,414647,415480,416232,417087,418604,419829,420916,421957,422678,423366,424455,425599,426849,427987,429083,429949,430444,431554,432523,433545,434460,435655,436475,436812,437744,438781,439599,439599,441316,442295,442818,443718,444695,445651,446409,447261,447824,448268,448924,449762,450624,451293,451984,452598,452986,453466,454330,454878,455527,456203,456666,457037,457487,458157,458638,459077,459519,459844,459844,460499,460829,461230,461590,462010,462010,462224,462447,463086,463459,463783,464038,464288,464440,464781,465147,465471
,Papua New Guinea,-6.314.993,14.395.555,17079,17098,17098,17098,17098,17098,17098,17098,17098,17098,17098,17098,17292,17292,17292,17292,17340,17340,17340,17340,17340,17340,17340,17340,17467,17515,17524,17581,17581,17637,17637,17637,17655,17670,17673,17673,17717,17717,17774,17774,17774,17774,17774,17774,17774,17774,17774,17780,17806,17806,17806,17806,17812,17812,17832,17832,17832,17832,17832,17838,17838,17838,17838,17838,17838,17838,17838,17838,17926,17926,17926,17926,17926,17926,18012,18012,18339,18339,18381,18381,18412,18542,18542,18542,18542,18542,18542,18968,19069,19182,19182
,Paraguay,-234.425,-584.438,415320,416843,418330,419764,421589,423282,424998,426318,427542,428743,429884,431367,432801,434264,435522,436624,437719,438764,439897,441056,442207,443378,444427,444992,445565,446267,447146,447864,448508,448918,449341,449902,450494,451158,451695,452085,452388,452698,453031,453367,453794,454194,454542,454865,455120,455389,455680,456064,456291,456484,456589,456695,456842,457023,457222,457349,457472,457612,457725,457838,457971,458116,458207,458299,458361,458404,458455,458528,458614,458716,458799,458844,458884,458922,458977,459062,459133,459133,459207,459257,459340,459391,459391,459524,459524,459580,459622,459665,459665,459720,459751
,Peru,-9.19,-750.152,2043262,2043262,2046057,2048115,2048115,2052065,2057554,2057554,2057554,2065113,2066677,2069051,2071637,2074186,2074186,2078815,2080777,2081557,2083567,2085883,2088143,2090175,2092125,2093754,2094445,2096013,2097811,2099522,2101139,2102904,2104394,2105005,2106371,2107873,2108595,2108595,2111393,2113201,2114445,2116652,2119068,2121061,2122557,2124128,2125345,2125848,2127034,2128516,2130018,2131337,2132834,2133812,2133812,2135827,2137295,2138666,2140062,2141235,2142153,2142153,2143691,2145051,2146169,2147285,2147285,2147285,2149591,2149591,2150006,2152118,2153092,2154132,2155034,2155508,2156451,2157536,2158493,2159306,2160327,2161086,2161358,2162294,2163312,2164380,2164380,2166419,2167008,2167652,2168431,2169427,2170475
,Philippines,12.879.721,121.774.017,1385053,1391911,1397992,1403588,1408058,1412559,1418337,1424518,1430419,1436369,1441746,1445832,1450110,1455585,1461455,1467119,1473025,1478061,1481660,1485457,1490665,1496328,1502359,1507755,1513396,1517903,1524449,1530266,1537097,1543281,1548755,1555396,1562420,1566667,1572287,1580824,1588965,1597689,1605762,1612541,1619824,1627816,1638345,1649341,1658916,1667714,1676156,1688040,1700363,1713302,1727231,1741616,1755846,1765675,1776495,1791003,1807800,1824051,1839635,1857646,1869691,1883088,1899200,1916461,1935700,1954023,1976202,1989857,2003955,2020484,2040568,2061084,2080984,2103331,2121308,2134005,2161892,2179770,2206021,2227367,2248071,2266066,2283011,2304192,2324475,2347550,2366749,2385616,2401916,2417419,2434753
,Poland,519.194,191.451,2879470,2879569,2879638,2879689,2879811,2879912,2880010,2880107,2880215,2880270,2880308,2880403,2880503,2880596,2880670,2880755,2880821,2880865,2880959,2881046,2881151,2881241,2881355,2881424,2881491,2881594,2881718,2881840,2881948,2882066,2882146,2882220,2882327,2882465,2882630,2882786,2882939,2883029,2883120,2883284,2883448,2883624,2883796,2883976,2884098,2884162,2884361,2884557,2884780,2884974,2885185,2885333,2885461,2885676,2885883,2886079,2886291,2886513,2886698,2886805,2887037,2887270,2887485,2887739,2888028,2888231,2888385,2888670,2889036,2889412,2889773,2890161,2890484,2890666,2891071,2891602,2892113,2892642,2893173,2893649,2893919,2894455,2895223,2895947,2896599,2897395,2897935,2898299,2899008,2899888,2900862
,Portugal,393.999,-82.245,871483,873051,874547,875449,877195,879557,882006,884442,887047,889088,890571,892741,896026,899295,902489,905651,907974,909756,912406,916559,920200,923747,927424,930685,932540,935246,939622,943244,947038,950434,953059,954669,956985,960437,963446,966041,968631,970937,972127,974203,977406,979987,982364,984985,986967,988061,990293,993241,995949,998547,1001118,1003335,1004470,1006588,1009571,1012125,1014632,1017308,1019420,1020546,1022807,1025869,1028421,1030791,1033165,1034947,1036019,1037927,1039492,1042322,1044144,1045857,1047047,1047710,1048941,1050719,1052127,1053450,1054673,1055584,1056042,1057100,1058347,1059409,1060432,1061371,1062048,1062320,1063100,1063991,1064876
,Qatar,253.548,511.839,221465,221590,221692,221810,221953,222071,222217,222350,222453,222574,222667,222760,222918,223031,223175,223272,223358,223504,223646,223780,223911,224044,224160,224278,224402,224510,224638,224834,224948,225072,225198,225376,225522,225747,225905,226077,226239,226390,226540,226710,226874,227055,227273,227472,227689,227899,228119,228346,228543,228787,228981,229168,229428,229697,229915,230221,230442,230632,230837,231126,231343,231559,231792,232004,232187,232366,232571,232744,232910,233087,233280,233437,233567,233756,233928,234093,234236,234362,234509,234642,234773,234895,235054,235187,235304,235386,235487,235626,235769,235907,236016
,Romania,459.432,249.668,1080522,1080584,1080630,1080667,1080740,1080792,1080823,1080860,1080918,1080951,1080979,1081030,1081090,1081120,1081174,1081210,1081236,1081275,1081326,1081405,1081467,1081539,1081588,1081632,1081678,1081773,1081875,1081953,1082057,1082183,1082292,1082376,1082551,1082710,1082880,1083033,1083189,1083341,1083478,1083711,1083982,1084226,1084456,1084711,1084919,1085100,1085412,1085738,1086109,1086492,1086900,1087223,1087509,1088053,1088594,1089189,1089817,1090408,1090925,1091340,1092122,1092971,1093924,1094870,1095885,1096753,1097452,1098765,1100208,1101678,1103198,1104766,1106008,1107043,1109076,1111155,1113381,1115901,1118549,1120804,1122653,1126582,1130586,1135027,1139505,1144893,1148710,1152052,1158841,1165886,1172981
,Russia,6.152.401,105.318.756,5346005,5367317,5387486,5408744,5428961,5449594,5472722,5495513,5519516,5544209,5568104,5591030,5614540,5638901,5664200,5688807,5713351,5738000,5762211,5785542,5810335,5835523,5860113,5884593,5908691,5931925,5955089,5979027,6002303,6025698,6049215,6071893,6094379,6116249,6138969,6161985,6185249,6207513,6230482,6251953,6274006,6296570,6318643,6340370,6362641,6384195,6404960,6425918,6447229,6468890,6490421,6511431,6531585,6551934,6572246,6592705,6613107,6633521,6653498,6672373,6690633,6709605,6728699,6747681,6766667,6785465,6803323,6820697,6838652,6857243,6875713,6894113,6912375,6929862,6946922,6964595,6982628,7000636,7019200,7037435,7055296,7072825,7091368,7110656,7130245,7150244,7170069,7189445,7208241,7227549,7248572
,Rwanda,-19.403,298.739,35018,35886,36627,37384,38198,39047,39914,40798,41696,42585,43396,44279,45039,45950,46837,47667,48244,49016,49808,50742,51625,52552,54549,57322,58235,59141,60066,61375,62328,62328,62946,66018,66987,67902,68867,69838,70698,71346,72066,72841,73610,74364,74993,75643,76091,76635,77235,77854,78303,78818,79284,79702,80137,80694,81339,81835,82215,82630,83023,83519,84127,84631,85201,85723,86242,86613,87131,87627,88197,88682,89172,89524,89768,90145,90598,91081,91555,92025,92025,92620,93079,93567,94055,94478,94893,95117,95257,95503,95767,96023,96337
,Saint Kitts and Nevis,17.357.822,-62.782.998,425,428,429,439,443,446,457,476,490,492,492,515,517,519,520,525,530,538,540,544,544,548,550,550,554,557,557,560,563,564,565,573,578,582,582,589,593,594,594,600,600,600,603,611,614,620,620,630,630,636,642,655,655,681,708,742,773,792,823,823,883,929,955,995,1024,1053,1053,1091,1121,1148,1148,1148,1148,1230,1279,1310,1352,1352,1439,1464,1476,1510,1556,1589,1589,1632,1632,1680,1680,1718,1762
,Saint Lucia,139.094,-609.789,5262,5269,5278,5284,5292,5296,5302,5302,5302,5326,5326,5352,5363,5374,5380,5399,5399,5416,5430,5439,5455,5462,5470,5480,5481,5484,5496,5496,5516,5516,5520,5529,5529,5537,5567,5581,5610,5610,5632,5652,5671,5688,5713,5779,5837,5913,5949,5982,6112,6194,6287,6366,6475,6475,6578,6857,6955,6955,7111,7232,7232,7536,7713,7713,8050,8111,8155,8219,8322,8542,8887,9025,9149,9191,9258,9327,9403,9403,9527,9823,9823,9971,10082,10217,10344,10399,10520,10605,10624,10727,10852
,Saint Vincent and the Grenadines,129.843,-612.872,2216,2218,2219,2219,2225,2225,2227,2229,2229,2233,2238,2240,2240,2240,2241,2241,2242,2245,2245,2249,2258,2258,2260,2260,2263,2263,2266,2271,2271,2271,2271,2271,2280,2288,2288,2291,2291,2291,2297,2297,2298,2298,2298,2298,2299,2299,2301,2306,2307,2308,2308,2314,2314,2320,2320,2320,2320,2320,2320,2320,2321,2321,2321,2326,2331,2331,2336,2336,2348,2355,2358,2361,2371,2379,2385,2389,2391,2421,2446,2446,2487,2521,2559,2613,2613,2728,2791,2830,2848,2964,3071
,Samoa,-13.759,-1.721.046,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,San Marino,439.424,124.578,5091,5091,5091,5092,5092,5092,5092,5092,5092,5092,5092,5092,5092,5092,5092,5092,5092,5092,5092,5094,5094,5094,5094,5094,5096,5102,5102,5107,5107,5107,5108,5116,5131,5133,5133,5143,5143,5143,5147,5167,5178,5179,5183,5183,5183,5194,5207,5210,5217,5222,5222,5222,5231,5238,5244,5250,5255,5255,5255,5261,5279,5292,5305,5314,5314,5314,5321,5331,5331,5345,5345,5345,5345,5345,5351,5358,5366,5373,5373,5373,5388,5399,5402,5408,5412,5412,5412,5419,5423,5423,5426
,Sao Tome and Principe,0.1864,66.131,2365,2365,2365,2365,2366,2366,2369,2369,2376,2376,2377,2383,2386,2386,2387,2392,2392,2392,2392,2395,2400,2406,2410,2410,2410,2410,2417,2417,2420,2424,2424,2424,2424,2432,2432,2446,2454,2454,2454,2457,2463,2465,2468,2470,2470,2475,2476,2478,2480,2482,2488,2488,2489,2492,2496,2502,2517,2524,2524,2524,2546,2555,2570,2579,2590,2590,2593,2608,2627,2634,2657,2683,2683,2692,2697,2709,2738,2787,2814,2816,2825,2877,2893,2984,3025,3040,3043,3097,3115,3192,3217
,Saudi Arabia,23.885.942,45.079.162,480702,482003,483221,484539,486106,487592,489126,490464,491612,492785,494032,495309,496516,497773,498906,500083,501195,502439,503734,504960,506125,507423,508521,509576,510869,512142,513284,514446,515693,516949,518143,519395,520774,522108,522108,522108,525730,526814,526814,526814,526814,526814,531935,531935,531935,531935,531935,531935,531935,537374,537374,537374,539129,539129,539129,540244,540244,541201,541201,541994,541994,541994,541994,543318,543318,543318,543318,543318,543318,543318,543318,543318,545243,545243,545505,545505,545727,545829,545829,545829,545829,545829,545829,546336,546411,546411,546411,546612,546681,546735,546735
